,Titel,Schlüsselwörter
686,793480_cleaned,"[('gardens hestercombe', 0.7123), ('hestercombe gardens', 0.7086), ('hestercombe garden', 0.6952), ('hestercombe house', 0.5727), ('hestercombe', 0.5337)]"
687,10016783_cleaned,"[('musikgruppe bologna', 0.6517), ('musikszene francesco', 0.6236), ('musikfilme gelegentlich', 0.6048), ('cantautore musikalisch', 0.6003), ('italienischen musiklandschaft', 0.5982)]"
688,1897067_cleaned,"[('asiatischen tigermückenlarven', 0.5934), ('asiatischen tigermücken', 0.5843), ('virus asiatische', 0.5819), ('asiatischen tigermücke', 0.5742), ('asiatischer tigermücken', 0.5711)]"
689,2460508_cleaned,"[('selbstporträts palette', 0.6581), ('selbstporträt palette', 0.6379), ('palette wahrscheinlich', 0.6213), ('palette entstandenen', 0.6191), ('palette weitere', 0.6092)]"
690,157911_cleaned,"[('boeing bomber', 0.6276), ('altitude bomber', 0.57), ('1b bomber', 0.5693), ('ii bomber', 0.5686), ('strategischer bomber', 0.5674)]"
691,28565_cleaned,"[('stadtrat einwohnergemeinde', 0.5736), ('kantonshauptstadt sauerländerhaus', 0.5675), ('mittelstadt einwohnergemeinde', 0.5629), ('bedeutungszuwachs kantonshauptstadt', 0.5462), ('einwohnergemeinde schweizer', 0.5412)]"
692,10913861_cleaned,"[('motor bristols', 0.7193), ('bristol cars', 0.712), ('chassis bristol', 0.7111), ('bristol chassis', 0.7024), ('motor bristol', 0.6825)]"
693,97195_cleaned,"[('hyaenidae kilogramm', 0.4932), ('afrika kilogramm', 0.4735), ('kilogramm nächtlichen', 0.4671), ('kontinents kilogramm', 0.4454), ('kilogramm gewicht', 0.4185)]"
694,2880854_cleaned,"[('klasse baltimores', 0.6478), ('baltimore klasse', 0.6329), ('klasse baltimore', 0.6319), ('koreakriegs baltimores', 0.576), ('baltimores einsatzbereit', 0.5556)]"
695,84773_cleaned,"[('teotihuacán zentralen', 0.4319), ('weltkulturerbe unesco', 0.4274), ('teotihuacán zentrale', 0.4216), ('teotihuacán regionalen', 0.4155), ('gebäudes stadtplanung', 0.4062)]"
696,22333_cleaned,"[('capsicum paprika', 0.5961), ('paprika capsicum', 0.5871), ('gemüsepaprika capsaicin', 0.5662), ('paprika chili', 0.5619), ('paprika chilis', 0.5584)]"
697,515217_cleaned,"[('russischen bürgerkrieges', 0.5928), ('finnischen bürgerkrieges', 0.5398), ('russifizierungsbemühungen konstitutionalisten', 0.5385), ('zugehörigkeit russland', 0.5358), ('kampfhandlungen bürgerkrieges', 0.5261)]"
698,173028_cleaned,"[('florentiner baptisterium', 0.6336), ('baptisteriums florenz', 0.6193), ('baptisterium san', 0.6108), ('marchini baptisterium', 0.5972), ('baptisteriums', 0.5971)]"
699,109042_cleaned,"[('rutherford hayes', 0.5694), ('whigs hayes', 0.5688), ('hayes amerikanischen', 0.5588), ('hayes rutherford', 0.5478), ('hayes präsidentschaft', 0.5453)]"
700,8894_cleaned,"[('luftfeuchtigkeit temperaturen', 0.7264), ('luftfeuchtigkeit entzündungen', 0.7254), ('luftfeuchtigkeit temperatur', 0.7225), ('luftfeuchtigkeit einhaltung', 0.7102), ('temperatur luftfeuchtigkeit', 0.7004)]"
701,5740_cleaned,"[('lanthanoide ytterbium', 0.5903), ('ytterbium metal', 0.5783), ('yttrium aluminium', 0.5666), ('elemente ytterbium', 0.5644), ('ytterbium lanthan', 0.5601)]"
702,10262677_cleaned,"[('nördliche landesteile', 0.5957), ('niederdeutsch landesverfassungen', 0.5809), ('norddeutschen ländern', 0.5647), ('niederdeutschsekretariat hamburg', 0.5636), ('ländern hamburg', 0.5609)]"
703,8619585_cleaned,"[('tennyson poems', 0.6852), ('poems tennyson', 0.678), ('tennysons poems', 0.6751), ('tennyson poet', 0.6441), ('tennyson poets', 0.6355)]"
704,21040_cleaned,"[('kandidatenwettkämpfe schachweltmeisterschaft', 0.572), ('schachweltmeister michail', 0.5684), ('titel schachweltmeisters', 0.5673), ('zaubern schachweltmeister', 0.5655), ('schachweltmeisterschaft tal', 0.5628)]"
705,185817_cleaned,"[('beckenbauer nationalmannschaft', 0.5308), ('fußballspieler fc', 0.5231), ('herrera szymaniak', 0.5113), ('bundestrainer szymaniak', 0.5102), ('europas fußballer', 0.5079)]"
706,1501442_cleaned,"[('gattungen glyptodontidae', 0.7686), ('glyptodontidae distribution', 0.763), ('glyptodontidae', 0.7628), ('glyptodonten entwicklungslinien', 0.7625), ('glyptodontidae paléontologie', 0.7617)]"
707,2284345_cleaned,"[('vierteljahrschrift wirtschaftsgeschichte', 0.5677), ('wirtschaftsfaktor stadt', 0.5371), ('wirtschaftsmetropole belastungen', 0.5028), ('wirtschaftssystem kurze', 0.4877), ('zeitschriften datenbanken', 0.4847)]"
708,40842_cleaned,"[('handschriften inkunabeln', 0.583), ('inkunabeln ersten', 0.5577), ('handschriftenabteilung inkunabeln', 0.5453), ('inka inkunabelverzeichnis', 0.5407), ('inkunabel inkunabeln', 0.5391)]"
709,239041_cleaned,"[('harbig trainingspause', 0.5904), ('trainingsmöglichkeiten harbig', 0.5528), ('harbigs trainer', 0.5388), ('sportmöglichkeiten harbig', 0.5327), ('trainingsweise rudolf', 0.5308)]"
710,10766_cleaned,"[('waranen artspezifischen', 0.545), ('lungenmorphologie warane', 0.5359), ('afrikanischen warane', 0.5264), ('warane angestammten', 0.5259), ('entwicklungsgeschichte warane', 0.5121)]"
711,4787701_cleaned,"[('stockhausens klavierstücke', 0.745), ('klavierstücke stockhausens', 0.7399), ('stockhausen klavierstücke', 0.7328), ('stockhausens klavierstück', 0.7199), ('klavierstücke stockhausen', 0.7184)]"
712,239758_cleaned,"[('boutique kaufhaus', 0.6731), ('kaufhauses westens', 0.6563), ('kaiserhauses kaufhaus', 0.6456), ('berlin kaufhaus', 0.6448), ('kaufhauses', 0.6372)]"
713,677943_cleaned,"[('namenstag bayernkönigs', 0.5557), ('oberpfälzer stadt', 0.5487), ('höhle bayern', 0.5281), ('velburg höhle', 0.5154), ('maximiliansgrotte osterhöhle', 0.5154)]"
714,4022688_cleaned,"[('energieversorgung usb', 0.6755), ('verwendung usb', 0.6686), ('usb standards', 0.667), ('verbesserte usb', 0.6648), ('usb verbindern', 0.6638)]"
715,417037_cleaned,"[('altaussee einwohner', 0.6237), ('einwohnerzahl altaussees', 0.6201), ('altausseer einwohner', 0.6157), ('landschaftsbildern altausseer', 0.5655), ('einwohner nächtigungsdichte', 0.5591)]"
716,276035_cleaned,"[('louis agassiz', 0.6005), ('forschungsstation louis', 0.5091), ('agassiz museum', 0.4719), ('agassiz gletscherforschung', 0.4648), ('zoologie usa', 0.4587)]"
717,3832196_cleaned,"[('ceratopsidae zahnbatterien', 0.7171), ('dinosauriern ceratopsia', 0.715), ('ceratopsidae gattung', 0.7143), ('ceratopsidae entwicklungsgeschichte', 0.7121), ('ceratopsidae chasmosaurinae', 0.7106)]"
718,4197564_cleaned,"[('freundschaftskonzept platons', 0.6622), ('platons lysis', 0.6341), ('begründung platon', 0.6291), ('platon lysis', 0.6193), ('plato lysis', 0.6162)]"
719,106577_cleaned,"[('qualia philosophie', 0.7126), ('qualia philosophen', 0.7021), ('qualia hypothese', 0.6184), ('qualia repräsentationale', 0.6146), ('qualia konzeptes', 0.5976)]"
720,1071164_cleaned,"[('schiffe navy', 0.5436), ('uss fletcher', 0.5188), ('klasse uss', 0.4897), ('schiff marine', 0.4886), ('navy schiffe', 0.487)]"
721,662157_cleaned,"[('berichterstattung snookerweltmeisterschaft', 0.7929), ('weltmeisterschaftsformats snookersport', 0.7825), ('snookerweltmeisterschaft snookerweltmeisterschaft', 0.7818), ('snookerweltmeisterschaften finalrundenergebnisse', 0.7808), ('snooker snookerweltmeisterschaft', 0.7791)]"
722,190608_cleaned,"[('süddeutschland habsburgischen', 0.6515), ('eidgenossenschaft habsburgische', 0.6448), ('habsburg eidgenossenschaft', 0.6186), ('eidgenossenschaft habsburg', 0.6176), ('gebieten habsburgischen', 0.6099)]"
723,4743574_cleaned,"[('uferbahn schmöckwitz', 0.7031), ('schmöckwitz bahn', 0.6972), ('berlin schmöckwitz', 0.634), ('straßenbahnhof schmöckwitz', 0.6139), ('straßenbahnverbindung schmöckwitz', 0.6128)]"
724,1073476_cleaned,"[('brutbiologie zwergschnäpper', 0.4534), ('fliegenschnäpper ficedula', 0.4522), ('fliegenschnäpper verbreitungsgebiete', 0.4511), ('zwergschnäppern nordostafrika', 0.4436), ('zwergschnäpper ficedula', 0.4389)]"
725,1798399_cleaned,"[('ludwig münchmeyer', 0.7359), ('münchmeyer münchmeyer', 0.7302), ('münchmeyer prozess', 0.7248), ('heinrich münchmeyer', 0.7171), ('prozess münchmeyer', 0.7085)]"
726,330344_cleaned,"[('st james', 0.5046), ('saint james', 0.5044), ('admirals niederländische', 0.5009), ('royal james', 0.4911), ('royal navy', 0.4796)]"
727,1223102_cleaned,"[('gestapo windmüller', 0.6429), ('windmüller neue', 0.6022), ('max windmüllers', 0.5926), ('max windmüller', 0.5844), ('windmüller max', 0.5762)]"
728,5800796_cleaned,"[('mainzer revolution', 0.6087), ('revolution mainz', 0.5982), ('revolution französischer', 0.5929), ('mathematiker revolutionärer', 0.572), ('mainz mathematik', 0.5694)]"
729,159548_cleaned,"[('evangelischen kirchenleitungen', 0.585), ('evangelische kirchenvertreter', 0.5571), ('deutscher evangelischer', 0.5561), ('deutsche evangelische', 0.5425), ('veröffentlichung evangelischen', 0.5415)]"
730,21368_cleaned,"[('violoncellos cellos', 0.7612), ('violoncello cello', 0.7303), ('virtuosität cellospiels', 0.7263), ('cellospiels violoncelli', 0.6959), ('cellos cellos', 0.6931)]"
731,5138_cleaned,"[('trajans senatorischer', 0.7497), ('trajansforum trajanlegende', 0.7495), ('trajan domitian', 0.7443), ('trajan senatoren', 0.7293), ('senatoren trajan', 0.7269)]"
732,584976_cleaned,"[('dreifinger faultieren', 0.6994), ('dreifinger faultiere', 0.6978), ('dreifinger faultiers', 0.6923), ('faultiere dreifinger', 0.6797), ('dreifinger faultier', 0.673)]"
733,3437652_cleaned,"[('sunshine mario', 0.6757), ('mario sunshine', 0.6187), ('nintendo sunshine', 0.6168), ('sunshine nintendo', 0.6143), ('super mario', 0.6057)]"
734,3369946_cleaned,"[('straßenbahn baienfurt', 0.6911), ('baienfurt eisenbahn', 0.6669), ('straßenbahn ravensburg', 0.6656), ('güterbahnhof baienfurt', 0.6558), ('straßenbahn ravensburger', 0.653)]"
735,199088_cleaned,"[('populationsdichte monarchfalter', 0.6306), ('iucn monarchfalter', 0.6209), ('monarchfalters nordamerika', 0.6161), ('überwinterungsverhalten monarchfalters', 0.6077), ('monarchs monarchfalter', 0.6049)]"
736,268816_cleaned,"[('erdkröte linnaeus', 0.5467), ('erdkröte krötengoldfliege', 0.5366), ('erdkröte beutegreifer', 0.5146), ('spp erdkröten', 0.5029), ('erdkrötenpopulationen chemiefreien', 0.4862)]"
737,142064_cleaned,"[('giraffenartigen giraffidae', 0.7042), ('giraffen animal', 0.6427), ('giraffinae giraffen', 0.6334), ('giraffidae', 0.6263), ('giraffenartigen ersten', 0.6254)]"
738,699720_cleaned,"[('versorgungsgemeinschaften jerusalem', 0.5627), ('jerusalem gütergemeinschaft', 0.5594), ('jerusalemer gütergemeinschaft', 0.5554), ('gütergemeinschaft jerusalemer', 0.5448), ('testament texte', 0.5355)]"
739,1652843_cleaned,"[('hampe wilhelminischen', 0.5764), ('hampe heidelberg', 0.5651), ('deutschen historischen', 0.5637), ('sitzungsberichte heidelberger', 0.5409), ('sächsische historiographie', 0.5365)]"
740,4652491_cleaned,"[('hauptplatzes kastells', 0.5247), ('grabungsarbeiten alanovaplatz', 0.5233), ('kastellmauer fundamentgruben', 0.5215), ('zerstörung kastells', 0.5001), ('völkerwanderungszeitlichen bestattungen', 0.4934)]"
741,5579111_cleaned,"[('hamburg harvestehuder', 0.6721), ('rabenstraße harvestehuder', 0.6691), ('harvestehude hamburgische', 0.6621), ('hamburg harvestehude', 0.6611), ('zerstörungen harvestehuder', 0.6393)]"
742,574310_cleaned,"[('bell methodisten', 0.5145), ('bell oxford', 0.5083), ('bell church', 0.4949), ('bell churches', 0.4786), ('church england', 0.4753)]"
743,1500883_cleaned,"[('straubing holland', 0.6687), ('straubing hollands', 0.6612), ('straubing bayern', 0.5865), ('straubing tochter', 0.5681), ('herzöge straubing', 0.5635)]"
744,258382_cleaned,"[('wüstenregionen afghanfuchs', 0.624), ('afghanfuchs afghanfuchs', 0.6129), ('status afghanfuchs', 0.6121), ('afghanfuchses vulpes', 0.5999), ('afghanfüchse flüssigkeitsbedarf', 0.5968)]"
745,970248_cleaned,"[('ecktürme schlossanlage', 0.4659), ('erzbistums gerichtsherrschaft', 0.4575), ('schlossanlagen nördlich', 0.4513), ('schlossanlage zugbrücke', 0.4508), ('beheimateten emscherbrücher', 0.4503)]"
746,27131_cleaned,"[('konstantins religiösem', 0.7222), ('konstantins christentum', 0.7175), ('konstantins religiöse', 0.7168), ('christentum konstantins', 0.716), ('christentum konstantin', 0.7085)]"
747,165431_cleaned,"[('gestapogesetzen überlegungen', 0.6048), ('gestapo werner', 0.5972), ('gestapo theoretischer', 0.5917), ('preußischen gestapo', 0.5877), ('gestapoeigene abwehrpolizei', 0.5799)]"
748,1935969_cleaned,"[('novemberpogrom holocaust', 0.6076), ('holocaust november', 0.5871), ('november deportationen', 0.5677), ('deportation nov', 0.5585), ('judenaktion novemberaktion', 0.5528)]"
749,131194_cleaned,"[('holomorphe funktionen', 0.6939), ('holomorphiegebiete funktionen', 0.6932), ('funktionen holomorphe', 0.6926), ('funktionen holomorphiegebiet', 0.6914), ('funktion holomorphiegebiet', 0.6841)]"
750,10081_cleaned,"[('liter aquarium', 0.7114), ('optimale aquarium', 0.7109), ('maximal aquarium', 0.7001), ('aquariums verwendete', 0.6828), ('aquarium litern', 0.6739)]"
751,1148897_cleaned,"[('nt workstation', 0.5788), ('nt netware', 0.5729), ('nt windows', 0.5557), ('windows nt', 0.5533), ('nt service', 0.5511)]"
752,932463_cleaned,"[('insulins bauchspeicheldrüsen', 0.6675), ('insulin produzierenden', 0.5644), ('inselzellgewebe insulinausschüttung', 0.5594), ('bauchspeicheldrüse hormone', 0.5549), ('insulinmangel abgeschwächte', 0.5543)]"
753,684588_cleaned,"[('bösch nordelbingen', 0.5031), ('globushaus neuwerkgarten', 0.4861), ('globusgarten nördlich', 0.4738), ('russisch gottorfer', 0.4701), ('wechselweise geschnitzten', 0.4691)]"
754,44446_cleaned,"[('diadochen plural', 0.5758), ('diadochen alexandernachfolge', 0.5606), ('diadochenkriege alexander', 0.5599), ('alexanders diadochenkriegen', 0.5523), ('bedeutung diadochenzeit', 0.548)]"
755,54858_cleaned,"[('novemberrevolution deutschland', 0.6021), ('novemberrevolution deutscher', 0.5751), ('revolution reichserneuerung', 0.5675), ('novemberrevolution berlin', 0.5642), ('revolutionen november', 0.5639)]"
756,748299_cleaned,"[('dingelstedt journalistisch', 0.5473), ('journalist theaterintendant', 0.5004), ('lehrer journalisten', 0.4928), ('dingelstedt schauspiel', 0.4686), ('dingelstedt selbstironisch', 0.4656)]"
757,352_cleaned,"[('spermatozoenbildung leeuwenhoeks', 0.6929), ('leeuwenhoek spermatozoen', 0.6651), ('spermatozoen krankheitsbedingten', 0.6426), ('spermatozoen beobachtungen', 0.6422), ('entdeckung spermatozoen', 0.641)]"
758,425955_cleaned,"[('fossilfunden ornithomimosauria', 0.69), ('ornithomimosauria dinosaurier', 0.6803), ('fossilfunde ornithomimosauria', 0.6695), ('ornithomimosauria taxon', 0.6489), ('ornithomimosauria schwierig', 0.6327)]"
759,3381266_cleaned,"[('kulturheidelbeer plantagen', 0.6531), ('mini kulturheidelbeeren', 0.6301), ('kulturheidelbeeren mini', 0.614), ('kulturheidelbeeren kulturheidelbeeren', 0.6085), ('kulturheidelbeeren folgenden', 0.6035)]"
760,2911516_cleaned,"[('jersey haijagden', 0.5965), ('jersey haiangriffe', 0.5838), ('jersey tagen', 0.5055), ('new jerseys', 0.4923), ('new jersey', 0.4834)]"
761,1133606_cleaned,"[('bahnhöfe berlin', 0.7034), ('bahnhofs berlin', 0.7006), ('bahn berlin', 0.6987), ('bahnhof berlin', 0.6873), ('brandenburg bahnhof', 0.6715)]"
762,121151_cleaned,"[('führung indochinakriegs', 0.7721), ('indochinakriegs militärische', 0.7667), ('indochinakrieg indochinakrieg', 0.7461), ('folge indochinakriegs', 0.7452), ('truppen indochinakriegs', 0.7334)]"
763,2658_cleaned,"[('tucholsky deutsches', 0.6619), ('schriften tucholsky', 0.6578), ('deutsche tucholsky', 0.6497), ('pseudonyme tucholsky', 0.6491), ('reichswehr tucholsky', 0.6443)]"
764,12508588_cleaned,"[('railways lms', 0.5501), ('royal lms', 0.5073), ('lms coronation', 0.507), ('lms locomotive', 0.4951), ('lms klasse', 0.491)]"
765,83422_cleaned,"[('mars opportunity', 0.6086), ('rover opportunity', 0.6024), ('rover mission', 0.5946), ('exploration rover', 0.5873), ('rovers missionsuhr', 0.5699)]"
766,874353_cleaned,"[('politiker eduard', 0.6037), ('eduard davids', 0.5799), ('eduard david', 0.5594), ('david eduard', 0.5388), ('karl marx', 0.5093)]"
767,178758_cleaned,"[('grindwal tiere', 0.6604), ('grindwals grindwale', 0.6169), ('grindwale vorkommenden', 0.6016), ('augenzeugenbericht grindwalfangs', 0.5965), ('handel grindwalprodukten', 0.5941)]"
768,246757_cleaned,"[('trainerwechsel bundesligageschichte', 0.6648), ('deutschen trainer', 0.647), ('köln trainertätigkeit', 0.6464), ('fußballspieler trainer', 0.6445), ('trainers kölner', 0.6314)]"
769,3540888_cleaned,"[('robotersteuerung kraftregelung', 0.6753), ('industrieroboters kraft', 0.651), ('kraftregelung manipulator', 0.6128), ('kraftregelung industrie', 0.6057), ('motorstrom kraftregelung', 0.5907)]"
770,531275_cleaned,"[('senegalpapagei senegalpapageien', 0.664), ('vertreter senegalpapagei', 0.6408), ('senegalpapageien beginn', 0.6381), ('senegalpapageien', 0.6347), ('senegalpapageien graupapagei', 0.616)]"
771,95189_cleaned,"[('bayer interessengemeinschaft', 0.7955), ('bayer produktion', 0.7798), ('bayer industry', 0.777), ('produktion bayer', 0.7699), ('pharmaceuticals bayer', 0.7698)]"
772,7258384_cleaned,"[('handschrift gleichzeitig', 0.6347), ('otto handschrift', 0.6328), ('miniatur handschrift', 0.6251), ('mittelalterliche handschrift', 0.6232), ('handschrift einzige', 0.6119)]"
773,2196664_cleaned,"[('schellnhuber klimaskeptische', 0.5191), ('potsdamer klimaforscher', 0.5045), ('klimafolgenforschung climate', 0.4974), ('klimaforscher schellnhuber', 0.4948), ('klimaforschung schellnhuber', 0.4945)]"
774,339280_cleaned,"[('temperaturen eisbildendes', 0.4746), ('temperaturausgleich eishöhle', 0.466), ('temperaturen eishöhle', 0.4452), ('merkliche temperaturen', 0.4282), ('celsius beschreibung', 0.4161)]"
775,4259306_cleaned,"[('timișoara pferdebahn', 0.6999), ('pferdebahn timișoara', 0.6906), ('pferdebahnbetrieb timișoara', 0.6839), ('bahnhofs pferdebahnstrecke', 0.6809), ('pferdebahn temesvár', 0.6731)]"
776,4430648_cleaned,"[('headless horseman', 0.4458), ('legend literature', 0.4028), ('legend studies', 0.3994), ('vertreibung irvings', 0.3902), ('irving legend', 0.3725)]"
777,9569_cleaned,"[('kunstepochen modigliani', 0.6633), ('modiglianis kunstwerke', 0.6628), ('künstlers modigliani', 0.6414), ('modigliani kunsthistorisches', 0.6381), ('modiglianis künstlerischen', 0.637)]"
778,56141_cleaned,"[('makedoniens philipp', 0.4881), ('badian oklahoma', 0.4838), ('history badian', 0.4772), ('alexander ii', 0.4609), ('alexander traditions', 0.4562)]"
779,1238826_cleaned,"[('bahnhofs carlshafen', 0.6463), ('bahnhof carlsbahn', 0.6431), ('bundesbahn carlsbahn', 0.6302), ('bahnhof carlshafen', 0.6271), ('hessische nordbahn', 0.6198)]"
780,9017939_cleaned,"[('charlottenburger straßenbahn', 0.7233), ('berlin charlottenburg', 0.7223), ('berliner straßenbahnnetzes', 0.7162), ('berlin charlottenburger', 0.7132), ('straßenbahnstrecke charlottenburger', 0.709)]"
